true_values,predicted_values,difference,Action/Adventure,Fantasy/Supernatural,Comedy,Drama/Romance,Science Fiction,Psychological/Thriller,Other/Uncategorized,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV
7.21,7.625793914084623,0.41579391408462296,1,0,0,1,1,0,0,True,False,False,False,False,False
7.25,6.992054202863274,0.25794579713672583,0,0,1,0,0,0,0,False,False,False,False,True,False
6.86,6.903868518799513,0.04386851879951248,1,0,0,1,0,0,1,False,False,False,False,False,True
6.67,5.763433752526828,0.9065662474731715,0,0,1,0,0,0,0,False,False,False,False,False,True
6.95,7.177405902337547,0.22740590233754698,1,1,1,0,0,0,0,False,False,False,False,True,False
5.77,6.0354592469169965,0.26545924691699696,0,0,0,0,0,0,1,False,False,False,True,False,False
6.19,6.315021331920411,0.12502133192041054,0,0,0,1,0,0,0,False,False,False,False,True,False
7.61,7.113123025035138,0.49687697496486205,0,0,0,0,0,0,0,False,True,False,False,False,False
7.35,7.1488712909925995,0.2011287090074001,0,1,1,0,0,0,0,False,False,False,False,True,False
6.56,6.706373949634527,0.1463739496345271,0,0,1,0,1,0,0,True,False,False,False,False,False
7.4,7.576454085000531,0.17645408500053072,1,0,0,0,1,0,0,False,False,False,False,False,True
6.44,6.187364382949102,0.2526356170508981,0,1,1,0,0,0,0,False,False,False,False,False,True
6.03,5.982784326077962,0.047215673922038626,0,0,0,0,0,0,1,False,False,False,True,False,False
7.04,6.410176376600038,0.6298236233999619,0,0,1,1,0,0,1,False,False,False,True,False,False
4.62,4.787061580854659,0.16706158085465894,0,0,0,0,0,1,0,True,False,False,False,False,False
6.2,6.729042429318211,0.5290424293182108,1,0,0,0,1,0,1,False,False,False,False,False,True
6.33,6.2452506082555495,0.08474939174445062,0,0,1,0,0,0,1,False,False,False,False,False,True
7.97,7.654537582813873,0.31546241718612666,0,0,1,1,0,0,0,False,False,False,False,False,True
8.71,8.213792593001479,0.49620740699852206,0,0,1,1,0,0,0,False,False,False,False,False,True
6.11,6.715423973275622,0.6054239732756219,0,0,1,1,0,0,0,True,False,False,False,False,False
6.06,6.00534417537899,0.05465582462101004,0,0,1,0,0,0,0,False,False,True,False,False,False
7.87,7.638347668624652,0.23165233137534802,1,0,0,1,1,0,0,False,False,False,False,False,True
5.0,5.825105611751682,0.825105611751682,0,1,1,0,0,0,0,False,False,True,False,False,False
7.3,7.252346855141401,0.047653144858598395,1,0,0,1,0,0,0,False,False,False,False,False,True
7.77,7.833475506847272,0.0634755068472721,1,0,1,1,0,0,0,True,False,False,False,False,False
6.34,6.49141371764365,0.15141371764365008,1,0,0,0,1,0,0,True,False,False,False,False,False
7.72,6.552962223554453,1.1670377764455466,0,0,0,1,1,0,0,False,False,False,True,False,False
6.63,6.291391067846224,0.3386089321537762,0,0,0,0,0,0,1,False,False,False,True,False,False
6.76,6.776588157821951,0.016588157821951555,0,1,0,1,0,0,0,False,False,False,False,False,True
5.73,5.956684708198916,0.22668470819891517,0,0,1,1,0,0,0,False,False,False,True,False,False
6.66,6.543773120759448,0.11622687924055253,0,0,0,0,0,0,1,False,False,False,True,False,False
6.71,6.460799695344148,0.24920030465585175,0,0,0,0,1,0,0,False,False,False,True,False,False
4.27,5.392545407989343,1.1225454079893433,0,0,0,0,1,0,0,False,False,False,False,True,False
6.62,6.429416730730568,0.1905832692694318,0,0,1,1,0,0,0,True,False,False,False,False,False
6.33,6.068446102424477,0.2615538975755234,0,0,0,0,0,0,1,False,False,False,True,False,False
6.02,6.530860554444651,0.5108605544446512,1,0,1,0,1,0,0,False,False,False,False,False,True
7.06,6.602500028881231,0.45749997111876883,1,0,0,0,1,0,0,True,False,False,False,False,False
7.81,7.707966614459018,0.10203338554098185,0,0,1,1,1,0,0,False,False,False,False,False,True
6.84,6.612746193168055,0.22725380683194452,0,1,0,1,0,0,1,True,False,False,False,False,False
5.91,6.75622024791407,0.8462202479140695,1,0,1,0,0,0,1,False,False,False,False,False,True
5.66,6.165358287918443,0.5053582879184431,1,1,0,0,0,0,1,False,False,False,True,False,False
9.33,6.268954004569902,3.0610459954300984,0,0,0,0,0,0,0,True,False,False,False,False,False
5.41,5.687606208789529,0.27760620878952924,1,0,0,0,0,0,1,True,False,False,False,False,False
4.44,5.693289123075365,1.2532891230753647,0,0,0,1,0,1,0,False,True,False,False,False,False
6.92,6.0819142598703095,0.8380857401296904,0,0,0,0,0,0,1,False,False,False,False,False,True
6.1,6.05444520047843,0.04555479952156993,1,1,0,0,0,0,0,False,False,False,False,True,False
6.0,6.078453454048532,0.07845345404853177,0,0,0,0,0,0,1,False,False,False,False,False,True
4.53,5.13592365695629,0.60592365695629,0,1,0,0,0,0,1,False,False,True,False,False,False
7.05,6.945976152542491,0.10402384745750926,0,0,1,0,0,1,0,False,False,False,False,True,False
7.18,7.066960104743982,0.11303989525601743,0,1,1,1,1,0,0,False,False,False,False,False,True
5.88,5.702457222285909,0.17754277771409122,0,0,0,0,0,0,1,False,False,False,True,False,False
7.12,5.911867130961187,1.2081328690388133,0,0,0,1,0,0,0,False,False,False,True,False,False
6.39,6.272815049052787,0.11718495094721249,1,1,1,0,0,0,0,True,False,False,False,False,False
3.49,6.024821408639177,2.5348214086391767,0,0,0,1,0,0,1,False,False,False,True,False,False
5.0,4.872134264690608,0.12786573530939194,0,0,0,0,0,0,1,False,True,False,False,False,False
6.89,6.692044833085838,0.19795516691416193,0,1,0,0,0,0,1,False,False,False,True,False,False
5.86,6.095980726713685,0.23598072671368442,1,0,0,0,1,0,0,False,False,False,True,False,False
5.93,6.5599297560366985,0.6299297560366988,0,0,0,1,1,0,0,True,False,False,False,False,False
7.0,6.32675542493967,0.6732445750603304,0,0,1,0,0,0,1,False,False,False,False,False,True
6.8,7.170303517415371,0.3703035174153708,1,1,0,0,0,0,0,False,False,False,False,True,False
5.39,5.648269681042518,0.2582696810425187,0,0,0,0,0,0,1,False,False,False,True,False,False
7.0,6.553222040481532,0.4467779595184682,0,0,0,0,0,0,1,False,False,False,True,False,False
7.33,7.629602644069724,0.2996026440697239,1,1,1,1,0,0,0,False,False,False,False,False,True
6.2,5.676538037429663,0.5234619625703374,0,1,0,0,0,0,0,False,True,False,False,False,False
7.21,7.075012475464335,0.13498752453566532,1,0,1,0,1,0,0,False,False,False,False,False,True
5.29,5.845067881410122,0.555067881410122,1,0,0,1,0,0,0,False,False,False,True,False,False
7.33,6.988283854634377,0.34171614536562345,0,0,0,0,1,1,0,False,False,False,False,False,True
6.64,5.995596300657947,0.6444036993420523,1,0,1,0,0,0,0,False,False,False,True,False,False
6.17,5.82264189090683,0.3473581090931699,0,0,0,0,0,0,0,False,False,False,False,True,False
6.62,6.3798933157155675,0.2401066842844326,1,0,0,0,0,0,1,True,False,False,False,False,False
6.41,6.784019899476283,0.37401989947628245,0,1,1,0,0,0,0,False,False,False,True,False,False
7.39,7.516959992119554,0.1269599921195539,1,1,0,1,0,0,0,True,False,False,False,False,False
8.34,7.649818276471291,0.6901817235287089,0,0,1,1,0,0,0,False,False,False,False,True,False
6.0,5.999562089987392,0.0004379100126081781,0,1,0,0,0,0,1,False,False,False,True,False,False
8.35,8.254171519755808,0.095828480244192,0,0,1,0,0,0,0,False,False,False,False,False,True
6.87,5.952134398816972,0.9178656011830277,0,0,1,0,0,0,0,True,False,False,False,False,False
6.52,7.250036791278854,0.7300367912788541,1,1,1,1,1,0,0,False,False,False,False,False,True
5.67,6.085421083218083,0.41542108321808335,0,0,1,0,0,0,0,False,False,False,False,False,True
6.89,6.711459642827484,0.17854035717251548,0,0,1,0,1,0,0,False,False,False,False,False,True
7.82,7.674931327946453,0.14506867205354723,1,0,0,0,1,0,0,False,False,True,False,False,False
6.82,6.637989738933237,0.18201026106676288,0,1,1,1,0,0,0,False,False,False,True,False,False
5.52,5.746200334657989,0.22620033465798972,0,1,0,0,0,0,1,False,True,False,False,False,False
6.32,6.7789615720511325,0.4589615720511322,1,1,1,1,0,0,0,True,False,False,False,False,False
8.23,8.090058366624168,0.1399416333758321,1,0,1,0,0,1,0,True,False,False,False,False,False
5.81,4.761746287981323,1.0482537120186768,0,0,1,0,0,0,0,True,False,False,False,False,False
6.53,7.0223053157814554,0.4923053157814552,0,0,1,0,0,0,0,False,False,False,False,False,True
7.93,7.326996579515007,0.6030034204849928,0,0,0,0,0,0,0,False,False,False,True,False,False
6.19,5.8344385630471916,0.35556143695280884,0,0,0,0,0,0,1,False,False,False,True,False,False
5.75,5.6998541636038045,0.05014583639619552,0,0,1,0,0,0,1,True,False,False,False,False,False
7.75,7.574396596759711,0.1756034032402889,1,1,1,1,0,0,0,False,False,False,False,True,False
7.48,7.560134225486895,0.0801342254868942,0,0,1,1,0,0,0,False,False,False,False,False,True
6.44,6.485423136680643,0.04542313668064235,0,0,0,0,0,0,1,False,False,False,True,False,False
7.5,5.6360754319124915,1.8639245680875085,0,0,1,0,0,0,0,False,False,False,False,True,False
7.48,7.9326977291726095,0.4526977291726091,1,0,0,0,1,0,0,False,False,False,False,False,True
7.41,7.8084028316291665,0.39840283162916634,1,0,0,0,0,0,0,False,False,False,False,False,True
6.96,5.954540408079053,1.005459591920947,0,0,1,0,0,0,0,False,False,False,False,True,False
5.55,6.029721092891121,0.4797210928911211,0,0,1,0,0,0,0,True,False,False,False,False,False
7.07,7.606514270092936,0.536514270092936,1,0,1,1,0,0,0,False,False,False,False,False,True
7.25,6.686064407026088,0.5639355929739116,1,1,0,0,0,0,0,False,False,False,False,False,True
5.43,5.784542185677813,0.35454218567781304,0,0,0,0,0,0,1,False,False,False,True,False,False
6.85,6.46980166785235,0.38019833214764986,0,0,1,0,0,0,0,False,False,False,True,False,False
6.52,5.851538307285172,0.6684616927148275,0,1,1,0,0,0,0,False,False,False,False,True,False
6.84,6.804395416705704,0.03560458329429572,0,0,1,1,0,0,1,False,False,False,False,False,True
6.42,6.695963598487725,0.2759635984877251,0,0,1,0,0,0,0,False,False,False,False,False,True
7.37,7.328560924813798,0.04143907518620171,0,1,1,1,0,0,0,False,False,False,False,False,True
7.27,7.015447155465116,0.25455284453488325,1,1,1,1,1,0,0,False,False,False,False,False,True
8.27,6.622462098675282,1.6475379013247178,1,0,0,0,0,0,0,False,False,False,True,False,False
5.53,5.41475724680305,0.11524275319695043,0,0,0,0,0,0,1,True,False,False,False,False,False
5.53,6.1069799123751505,0.5769799123751502,1,1,0,0,1,0,0,False,False,False,True,False,False
7.34,6.727785958317392,0.6122140416826083,0,0,1,0,1,0,0,False,False,False,False,False,True
4.69,4.299579867603421,0.3904201323965797,0,0,0,0,0,1,0,True,False,False,False,False,False
4.41,5.732822134893328,1.322822134893328,0,0,1,0,0,0,0,True,False,False,False,False,False
7.38,6.395803022238901,0.9841969777610986,0,1,0,0,0,0,0,True,False,False,False,False,False
7.5,5.50649468520756,1.99350531479244,0,0,1,0,0,0,0,True,False,False,False,False,False
6.82,6.6079893780207435,0.2120106219792568,0,0,0,0,0,0,1,False,False,False,True,False,False
7.37,7.657516910481856,0.28751691048185624,0,0,1,0,0,0,1,False,False,False,False,False,True
7.09,6.761191575581688,0.3288084244183116,1,0,0,0,1,0,0,False,False,False,True,False,False
4.12,5.025066938895842,0.9050669388958417,0,0,0,0,1,0,0,False,False,True,False,False,False
7.29,6.812839879733719,0.47716012026628096,1,0,0,1,1,0,0,False,True,False,False,False,False
7.4,7.6266582493128965,0.22665824931289613,0,0,0,1,0,0,1,False,False,False,False,False,True
6.64,6.321050410598881,0.31894958940111895,0,0,0,0,0,0,1,False,False,False,True,False,False
6.02,6.212339898364214,0.1923398983642146,0,1,0,0,0,0,1,False,False,False,True,False,False
6.08,5.944480428202096,0.13551957179790364,1,0,0,0,1,0,0,False,False,False,True,False,False
7.67,6.7338162841971405,0.9361837158028594,0,0,0,1,0,0,1,False,False,False,True,False,False
8.05,7.249148046581729,0.8008519534182721,0,0,1,0,0,0,0,False,False,False,True,False,False
6.88,6.498275473436732,0.38172452656326783,1,0,1,0,0,0,1,False,False,False,True,False,False
5.19,5.254503662748967,0.06450366274896702,0,0,1,1,0,0,0,False,False,True,False,False,False
7.93,7.559954319529075,0.3700456804709251,1,1,1,0,0,0,0,False,False,False,False,False,True
6.73,6.59948180746804,0.1305181925319605,0,0,0,1,0,0,0,True,False,False,False,False,False
8.65,8.509066066045325,0.1409339339546758,0,1,0,0,0,1,0,False,False,False,False,False,True
6.86,6.9077571030634255,0.04775710306342518,0,1,1,0,0,0,0,False,False,False,False,True,False
7.16,6.924905001208723,0.23509499879127738,1,1,1,0,0,0,1,False,False,False,False,False,True
5.9,6.522207341826832,0.6222073418268312,0,0,1,0,0,0,0,False,False,False,True,False,False
5.88,5.7346971291180235,0.14530287088197635,0,0,0,0,1,0,0,False,False,False,False,True,False
7.12,6.895994099828612,0.2240059001713881,1,1,0,1,0,0,0,False,False,False,False,True,False
7.73,7.617558210380152,0.11244178961984819,1,1,1,1,0,0,1,False,False,False,False,False,True
6.89,6.618941633227951,0.2710583667720483,0,0,0,0,0,0,0,False,False,False,False,False,True
7.33,7.355570766898409,0.02557076689840887,1,0,1,0,0,0,0,False,False,False,False,True,False
5.77,6.918753695624288,1.148753695624288,1,0,1,1,0,0,0,False,False,False,False,True,False
4.27,4.983863170834094,0.7138631708340943,0,0,0,0,0,0,1,False,True,False,False,False,False
6.91,6.702870808392314,0.20712919160768628,0,0,0,1,0,0,0,False,False,False,True,False,False
6.78,5.842205199476545,0.9377948005234549,0,0,1,0,0,0,0,False,False,False,True,False,False
6.19,6.562230977716256,0.3722309777162556,0,0,0,0,1,0,0,False,False,True,False,False,False
7.85,7.633360387761592,0.21663961223840733,1,0,1,0,0,1,0,False,False,False,False,True,False
6.93,7.026268972898702,0.09626897289870229,1,0,1,0,1,0,0,True,False,False,False,False,False
6.94,7.04206119647155,0.10206119647154921,0,0,0,0,1,1,0,False,False,False,False,False,True
6.49,6.421651985882877,0.06834801411712288,0,0,0,0,0,0,1,False,False,False,True,False,False
6.59,6.834701415266208,0.24470141526620814,0,0,1,0,0,1,0,False,False,False,False,True,False
6.51,6.047221147059665,0.4627788529403345,0,0,1,0,0,0,0,False,False,True,False,False,False
3.82,6.979586369456906,3.1595863694569064,0,1,0,0,0,1,0,False,False,False,False,False,True
7.18,7.91953983563671,0.7395398356367107,1,1,0,0,0,0,0,True,False,False,False,False,False
6.07,6.301056167998985,0.2310561679989851,0,0,1,0,0,0,0,False,False,True,False,False,False
6.66,6.815813634679494,0.15581363467949405,0,0,1,1,0,0,0,False,False,True,False,False,False
5.61,5.5346461740777,0.07535382592230011,0,0,0,0,0,0,1,False,True,False,False,False,False
6.83,6.649817185117733,0.18018281488226684,1,1,0,0,0,0,0,False,False,False,False,False,True
6.53,6.147528077902459,0.3824719220975412,1,0,0,0,0,0,0,True,False,False,False,False,False
7.13,6.436701493518138,0.6932985064818622,0,0,1,0,0,0,0,False,False,False,False,True,False
7.0,6.4366788216029045,0.5633211783970955,0,0,1,0,0,0,0,False,False,False,False,True,False
6.79,5.758637971943936,1.0313620280560638,0,0,1,0,0,0,0,False,False,False,False,False,True
7.28,7.644850338428373,0.364850338428373,1,0,1,0,1,1,0,True,False,False,False,False,False
5.74,5.588746054642659,0.15125394535734138,1,0,1,0,1,0,0,False,False,False,True,False,False
6.84,6.536177185221886,0.3038228147781137,0,0,1,0,0,0,0,False,False,False,False,True,False
7.29,6.342692064379922,0.9473079356200778,0,0,0,0,0,0,0,False,True,False,False,False,False
3.78,5.8151921386135035,2.0351921386135037,0,0,1,0,0,0,1,False,False,False,False,False,True
5.0,5.75545095734107,0.7554509573410702,0,0,1,0,0,0,0,False,False,False,True,False,False
6.59,6.779884937371845,0.1898849373718452,0,0,1,1,0,0,0,False,False,False,False,False,True
4.54,5.348889033229511,0.8088890332295113,0,0,1,0,0,0,1,False,False,False,False,True,False
6.37,5.960790586527704,0.4092094134722961,0,0,0,1,0,0,0,False,False,False,True,False,False
7.16,7.069964153320882,0.09003584667911824,1,1,0,0,0,0,0,False,False,False,False,True,False
7.45,7.260901427620285,0.1890985723797156,0,0,1,1,0,0,0,True,False,False,False,False,False
7.45,7.286527992369614,0.1634720076303866,0,1,1,1,0,0,0,False,False,False,False,False,True
6.98,7.175189661235699,0.19518966123569825,0,1,1,1,0,0,0,True,False,False,False,False,False
7.02,7.092379969997457,0.07237996999745722,0,1,0,1,0,0,0,False,False,False,False,False,True
8.48,7.917529793772285,0.5624702062277152,1,0,0,0,0,0,0,False,False,False,False,False,True
5.83,6.138080041418164,0.30808004141816436,0,0,0,1,0,0,0,False,False,False,False,True,False
6.64,5.9841238855168415,0.6558761144831582,0,1,0,0,0,0,1,False,False,False,True,False,False
6.79,6.878965481343297,0.08896548134329674,0,0,0,1,0,0,0,False,False,False,True,False,False
6.52,6.961826631750642,0.44182663175064274,1,1,0,1,0,0,0,True,False,False,False,False,False
6.38,5.637021669348781,0.7429783306512192,1,0,1,0,0,0,0,False,False,False,False,True,False
6.33,7.080486170335443,0.7504861703354431,1,0,0,1,1,0,0,True,False,False,False,False,False
5.27,5.917614543848029,0.6476145438480296,1,0,0,0,0,0,1,False,False,False,False,True,False
5.27,5.329816430502394,0.05981643050239427,0,0,0,0,0,0,1,False,False,False,True,False,False
7.59,7.190241443943424,0.3997585560565762,0,0,0,0,0,0,0,False,True,False,False,False,False
6.52,6.50247305844554,0.01752694155445944,0,1,0,1,0,0,1,False,False,False,True,False,False
6.59,6.161457294876975,0.42854270512302506,0,1,0,1,0,0,1,False,False,False,True,False,False
6.13,6.53011433377372,0.4001143337737201,0,0,0,0,0,0,1,True,False,False,False,False,False
7.03,6.443736490253044,0.5862635097469564,1,0,1,0,1,0,0,False,False,False,False,False,True
5.28,4.252881673079194,1.0271183269208066,0,0,0,0,0,1,0,True,False,False,False,False,False
8.19,7.901487620186636,0.28851237981336375,0,1,1,1,0,0,0,False,False,False,False,True,False
6.64,6.391598785917594,0.24840121408240545,1,0,0,0,1,0,0,False,False,False,True,False,False
4.93,5.485185434932146,0.5551854349321461,0,0,0,0,1,0,0,True,False,False,False,False,False
5.43,6.017780387763109,0.5877803877631091,0,0,1,0,0,0,0,False,False,False,True,False,False
5.5,5.538005741888834,0.03800574188883399,0,1,1,0,0,0,1,False,False,False,False,True,False
5.81,5.953264102172849,0.14326410217284913,1,1,0,1,1,1,0,False,False,False,True,False,False
5.68,6.117690559431873,0.4376905594318732,0,0,0,1,0,0,0,False,False,False,True,False,False
5.66,6.413851243495386,0.7538512434953857,1,1,0,0,0,0,0,False,False,False,True,False,False
6.0,6.162189821686075,0.16218982168607532,0,1,0,0,0,0,1,False,False,False,False,False,True
6.53,6.663630472831375,0.13363047283137508,0,1,0,0,0,0,0,False,False,False,False,False,True
